# FQM_w,     FQM_I,     DCL_I,     ACL_I
-15.160000       -0.001446       -0.010406       -0.000918
-15.150000       -0.001442       -0.009131       -0.000916
-15.140000       -0.001439       -0.007061       -0.000913
-15.130000       -0.001435       -0.004378       -0.000911
-15.120000       -0.001431       -0.001323       -0.000908
-15.110000       -0.001427       0.001833       -0.000905
-15.100000       -0.001423       0.004808       -0.000903
-15.090000       -0.001419       0.007335       -0.000900
-15.080000       -0.001415       0.009189       -0.000898
-15.070000       -0.001411       0.010204       -0.000895
-15.060000       -0.001407       0.010289       -0.000893
-15.050000       -0.001403       0.009436       -0.000890
-15.040000       -0.001399       0.007721       -0.000888
-15.030000       -0.001395       0.005297       -0.000885
-15.020000       -0.001392       0.002379       -0.000883
-15.010000       -0.001388       -0.000770       -0.000881
-15.000000       -0.001384       -0.003871       -0.000878
-14.990000       -0.001380       -0.006645       -0.000876
-14.980000       -0.001376       -0.008845       -0.000873
-14.970000       -0.001372       -0.010273       -0.000871
-14.960000       -0.001369       -0.010801       -0.000869
-14.950000       -0.001365       -0.010382       -0.000866
-14.940000       -0.001361       -0.009051       -0.000864
-14.930000       -0.001357       -0.006927       -0.000861
-14.920000       -0.001354       -0.004199       -0.000859
-14.910000       -0.001350       -0.001110       -0.000857
-14.900000       -0.001346       0.002064       -0.000855
-14.890000       -0.001342       0.005040       -0.000852
-14.880000       -0.001339       0.007551       -0.000850
-14.870000       -0.001335       0.009374       -0.000848
-14.860000       -0.001331       0.010345       -0.000846
-14.850000       -0.001327       0.010378       -0.000843
-14.840000       -0.001324       0.009468       -0.000841
-14.830000       -0.001320       0.007697       -0.000839
-14.820000       -0.001316       0.005222       -0.000837
-14.810000       -0.001313       0.002264       -0.000835
-14.800000       -0.001309       -0.000912       -0.000833
-14.790000       -0.001305       -0.004023       -0.000830
-14.780000       -0.001302       -0.006790       -0.000828
-14.770000       -0.001298       -0.008966       -0.000826
-14.760000       -0.001295       -0.010356       -0.000824
-14.750000       -0.001291       -0.010835       -0.000822
-14.740000       -0.001287       -0.010360       -0.000820
-14.730000       -0.001284       -0.008971       -0.000818
-14.720000       -0.001280       -0.006793       -0.000816
-14.710000       -0.001277       -0.004019       -0.000814
-14.700000       -0.001273       -0.000896       -0.000812
-14.690000       -0.001270       0.002296       -0.000810
-14.680000       -0.001266       0.005273       -0.000808
-14.670000       -0.001262       0.007769       -0.000806
-14.660000       -0.001259       0.009561       -0.000804
-14.650000       -0.001255       0.010488       -0.000802
-14.640000       -0.001252       0.010467       -0.000800
-14.630000       -0.001248       0.009499       -0.000798
-14.620000       -0.001245       0.007670       -0.000796
-14.610000       -0.001241       0.005144       -0.000794
-14.600000       -0.001238       0.002146       -0.000793
-14.590000       -0.001234       -0.001057       -0.000791
-14.580000       -0.001231       -0.004178       -0.000789
-14.570000       -0.001228       -0.006939       -0.000787
-14.560000       -0.001224       -0.009091       -0.000785
-14.550000       -0.001221       -0.010443       -0.000784
-14.540000       -0.001217       -0.010872       -0.000782
-14.530000       -0.001214       -0.010340       -0.000780
-14.520000       -0.001210       -0.008892       -0.000778
-14.510000       -0.001207       -0.006659       -0.000777
-14.500000       -0.001204       -0.003838       -0.000775
-14.490000       -0.001200       -0.000681       -0.000773
-14.480000       -0.001197       0.002530       -0.000771
-14.470000       -0.001193       0.005509       -0.000770
-14.460000       -0.001190       0.007990       -0.000768
-14.450000       -0.001187       0.009749       -0.000766
-14.440000       -0.001183       0.010631       -0.000765
-14.430000       -0.001180       0.010556       -0.000763
-14.420000       -0.001177       0.009529       -0.000762
-14.410000       -0.001173       0.007642       -0.000760
-14.400000       -0.001170       0.005064       -0.000759
-14.390000       -0.001167       0.002024       -0.000757
-14.380000       -0.001164       -0.001206       -0.000755
-14.370000       -0.001160       -0.004338       -0.000754
-14.360000       -0.001157       -0.007091       -0.000752
-14.350000       -0.001154       -0.009219       -0.000751
-14.340000       -0.001150       -0.010532       -0.000749
-14.330000       -0.001147       -0.010911       -0.000748
-14.320000       -0.001144       -0.010321       -0.000747
-14.310000       -0.001141       -0.008814       -0.000745
-14.300000       -0.001137       -0.006524       -0.000744
-14.290000       -0.001134       -0.003656       -0.000742
-14.280000       -0.001131       -0.000464       -0.000741
-14.270000       -0.001128       0.002767       -0.000740
-14.260000       -0.001125       0.005748       -0.000738
-14.250000       -0.001121       0.008212       -0.000737
-14.240000       -0.001118       0.009940       -0.000736
-14.230000       -0.001115       0.010776       -0.000734
-14.220000       -0.001112       0.010645       -0.000733
-14.210000       -0.001109       0.009559       -0.000732
-14.200000       -0.001106       0.007613       -0.000730
-14.190000       -0.001102       0.004982       -0.000729
-14.180000       -0.001099       0.001900       -0.000728
-14.170000       -0.001096       -0.001358       -0.000727
-14.160000       -0.001093       -0.004501       -0.000726
-14.150000       -0.001090       -0.007247       -0.000724
-14.140000       -0.001087       -0.009351       -0.000723
