#Number of particles   : 500
#Number of trajectories: 300000
#Temperature           : 8
#Number of timestamps  : 10000
#Runtime in seconds    : 40560.230000
#time       real_part      imaginary_part
     2.305     0.110512   0.000609294
      2.31     0.110595   0.000602385
     2.315     0.110678   0.000596213
      2.32      0.11076   0.000590784
     2.325     0.110841   0.000586097
      2.33     0.110921   0.00058215
     2.335        0.111   0.000578932
      2.34     0.111079   0.000576429
     2.345     0.111156   0.000574624
      2.35     0.111233   0.000573493
     2.355     0.111308   0.000573008
      2.36     0.111382   0.000573138
     2.365     0.111456   0.000573847
      2.37     0.111527   0.000575094
     2.375     0.111598   0.000576837
      2.38     0.111667   0.000579029
     2.385     0.111735   0.000581621
      2.39     0.111802   0.00058456
     2.395     0.111867   0.000587793
       2.4     0.111931   0.000591265
     2.405     0.111994   0.000594917
      2.41     0.112054   0.000598691
     2.415     0.112114   0.00060253
      2.42     0.112172   0.000606373
     2.425     0.112228   0.000610163
      2.43     0.112283   0.000613841
     2.435     0.112336   0.000617352
      2.44     0.112387   0.000620638
     2.445     0.112437   0.000623647
      2.45     0.112485   0.000626326
     2.455     0.112532   0.000628628
      2.46     0.112576   0.000630505
     2.465      0.11262   0.000631913
      2.47     0.112661   0.000632812
     2.475     0.112701   0.000633166
      2.48     0.112739   0.000632939
     2.485     0.112776   0.000632103
      2.49     0.112811   0.00063063
     2.495     0.112844   0.000628497
       2.5     0.112875   0.000625687
     2.505     0.112905   0.000622183
      2.51     0.112933   0.000617973
     2.515      0.11296   0.000613051
      2.52     0.112985   0.000607411
     2.525     0.113008   0.000601052
      2.53      0.11303   0.000593976
     2.535     0.113051   0.00058619
      2.54      0.11307   0.000577702
     2.545     0.113087   0.000568522
      2.55     0.113103   0.000558666
     2.555     0.113118   0.000548149
      2.56     0.113131   0.00053699
     2.565     0.113143   0.00052521
      2.57     0.113154   0.000512833
     2.575     0.113163   0.000499882
      2.58     0.113172   0.000486384
     2.585     0.113179   0.000472367
      2.59     0.113186   0.000457858
     2.595     0.113191   0.000442888
       2.6     0.113196   0.000427488
     2.605       0.1132   0.000411688
      2.61     0.113203   0.000395521
     2.615     0.113205   0.000379019
      2.62     0.113207   0.000362214
     2.625     0.113209   0.00034514
      2.63      0.11321   0.00032783
     2.635     0.113211   0.000310315
      2.64     0.113211   0.00029263
     2.645     0.113212   0.000274806
      2.65     0.113212   0.000256876
     2.655     0.113213   0.000238872
      2.66     0.113214   0.000220825
     2.665     0.113215   0.000202767
      2.67     0.113216   0.000184727
     2.675     0.113218   0.000166736
      2.68      0.11322   0.000148822
     2.685     0.113223   0.000131014
      2.69     0.113226   0.000113339
     2.695     0.113231   9.58226e-05
       2.7     0.113236   7.84909e-05
     2.705     0.113242   6.13676e-05
      2.71     0.113248   4.44756e-05
     2.715     0.113256   2.78362e-05
      2.72     0.113265   1.14695e-05
     2.725     0.113275   -4.60631e-06
      2.73     0.113286   -2.03745e-05
     2.735     0.113299   -3.58205e-05
      2.74     0.113312   -5.09313e-05
     2.745     0.113327   -6.56966e-05
      2.75     0.113344   -8.01077e-05
     2.755     0.113361   -9.4159e-05
      2.76      0.11338   -0.000107847
     2.765     0.113401   -0.00012117
      2.77     0.113423   -0.000134132
     2.775     0.113446   -0.000146736
      2.78     0.113471   -0.000158991
     2.785     0.113497   -0.000170907
      2.79     0.113525   -0.000182498
     2.795     0.113554   -0.000193782
       2.8     0.113585   -0.000204779
     2.805     0.113617   -0.000215511
      2.81     0.113651   -0.000226006
     2.815     0.113686   -0.000236292
      2.82     0.113722   -0.000246402
     2.825      0.11376   -0.00025637
      2.83     0.113799   -0.000266234
     2.835      0.11384   -0.000276034
      2.84     0.113881   -0.000285811
     2.845     0.113925   -0.000295609
      2.85     0.113969   -0.000305472
     2.855     0.114015   -0.000315447
      2.86     0.114062   -0.000325581
     2.865      0.11411   -0.000335921
      2.87     0.114159   -0.000346514
     2.875     0.114209   -0.000357407
      2.88     0.114261   -0.000368648
     2.885     0.114313   -0.000380279
      2.89     0.114367   -0.000392346
     2.895     0.114421   -0.00040489
       2.9     0.114476   -0.000417951
     2.905     0.114533   -0.000431564
      2.91      0.11459   -0.000445764
     2.915     0.114647   -0.000460582
      2.92     0.114706   -0.000476044
     2.925     0.114765   -0.000492173
      2.93     0.114825   -0.00050899
     2.935     0.114885   -0.000526508
      2.94     0.114946   -0.00054474
     2.945     0.115007   -0.000563691
      2.95     0.115069   -0.000583365
     2.955     0.115131   -0.000603758
      2.96     0.115194   -0.000624864
     2.965     0.115256   -0.000646672
      2.97     0.115319   -0.000669167
     2.975     0.115382   -0.00069233
      2.98     0.115445   -0.000716136
     2.985     0.115508   -0.000740559
      2.99     0.115571   -0.000765568
     2.995     0.115634   -0.000791127
         3     0.115696   -0.000817198
     3.005     0.115758   -0.00084374
      3.01      0.11582   -0.000870708
     3.015     0.115882   -0.000898055
      3.02     0.115943   -0.00092573
     3.025     0.116004   -0.000953681
      3.03     0.116064   -0.000981852
     3.035     0.116124   -0.00101019
      3.04     0.116183   -0.00103863
     3.045     0.116241   -0.00106711
      3.05     0.116298   -0.00109558
     3.055     0.116355   -0.00112396
      3.06     0.116411   -0.00115219
     3.065     0.116465   -0.00118021
      3.07     0.116519   -0.00120796
     3.075     0.116571   -0.00123535
      3.08     0.116623   -0.00126232
     3.085     0.116673   -0.00128881
      3.09     0.116722   -0.00131475
