# FQM_w,     FQM_I,    FQM_I_of_C_after_erf  
12.160000       -0.001178       0.002938 
12.180000       -0.002191       0.002917 
12.200000       0.001490       0.002895 
12.220000       0.006453       0.002874 
12.240000       0.008119       0.002853 
12.260000       0.004945       0.002832 
12.280000       -0.000163       0.002811 
12.300000       -0.002528       0.002790 
12.320000       -0.000004       0.002770 
12.340000       0.005063       0.002749 
12.360000       0.007994       0.002729 
12.380000       0.006084       0.002709 
12.400000       0.001078       0.002689 
12.420000       -0.002438       0.002669 
12.440000       -0.001256       0.002649 
12.460000       0.003510       0.002630 
12.480000       0.007458       0.002610 
12.500000       0.006945       0.002591 
12.520000       0.002434       0.002572 
12.540000       -0.001941       0.002553 
12.560000       -0.002180       0.002534 
12.580000       0.001911       0.002515 
12.600000       0.006548       0.002496 
12.620000       0.007455       0.002478 
12.640000       0.003788       0.002459 
12.660000       -0.001091       0.002441 
12.680000       -0.002717       0.002423 
12.700000       0.000382       0.002405 
12.720000       0.005333       0.002387 
12.740000       0.007568       0.002369 
12.760000       0.005024       0.002352 
12.780000       0.000031       0.002334 
12.800000       -0.002837       0.002317 
12.820000       -0.000965       0.002299 
12.840000       0.003901       0.002282 
12.860000       0.007272       0.002265 
12.880000       0.006037       0.002248 
12.900000       0.001325       0.002232 
12.920000       -0.002545       0.002215 
12.940000       -0.002036       0.002198 
12.960000       0.002362       0.002182 
12.980000       0.006586       0.002166 
13.000000       0.006741       0.002149 
13.020000       0.002679       0.002133 
13.040000       -0.001877       0.002117 
13.060000       -0.002755       0.002101 
13.080000       0.000829       0.002086 
13.100000       0.005561       0.002070 
13.120000       0.007077       0.002054 
13.140000       0.003978       0.002039 
13.160000       -0.000897       0.002024 
13.180000       -0.003080       0.002008 
13.200000       -0.000585       0.001993 
13.220000       0.004274       0.001978 
13.240000       0.007015       0.001963 
13.260000       0.005111       0.001949 
13.280000       0.000306       0.001934 
13.300000       -0.002995       0.001919 
13.320000       -0.001775       0.001905 
13.340000       0.002823       0.001891 
13.360000       0.006556       0.001876 
13.380000       0.005985       0.001862 
13.400000       0.001627       0.001848 
13.420000       -0.002519       0.001834 
13.440000       -0.002659       0.001820 
13.460000       0.001316       0.001807 
13.480000       0.005735       0.001793 
13.500000       0.006525       0.001779 
13.520000       0.002955       0.001766 
13.540000       -0.001702       0.001752 
13.560000       -0.003177       0.001739 
13.580000       -0.000133       0.001726 
13.600000       0.004613       0.001713 
13.620000       0.006687       0.001700 
13.640000       0.004177       0.001687 
13.660000       -0.000616       0.001674 
13.680000       -0.003297       0.001662 
13.700000       -0.001418       0.001649 
13.720000       0.003275       0.001636 
13.740000       0.006455       0.001624 
13.760000       0.005192       0.001612 
13.780000       0.000642       0.001599 
13.800000       -0.003021       0.001587 
13.820000       -0.002444       0.001575 
13.840000       0.001824       0.001563 
13.860000       0.005845       0.001551 
13.880000       0.005916       0.001539 
13.900000       0.001966       0.001528 
13.920000       -0.002380       0.001516 
13.940000       -0.003140       0.001504 
13.960000       0.000368       0.001493 
13.980000       0.004904       0.001481 
14.000000       0.006288       0.001470 
14.020000       0.003244       0.001459 
14.040000       -0.001435       0.001448 
14.060000       -0.003458       0.001437 
14.080000       -0.000982       0.001426 
14.100000       0.003703       0.001415 
14.120000       0.006278       0.001404 
14.140000       0.004372       0.001393 
14.160000       -0.000268       0.001382 
14.180000       -0.003384       0.001372 
14.200000       -0.002126       0.001361 
14.220000       0.002334       0.001351 
14.240000       0.005884       0.001340 
14.260000       0.005255       0.001330 
14.280000       0.001021       0.001320 
14.300000       -0.002932       0.001310 
14.320000       -0.002982       0.001300 
14.340000       0.000902       0.001290 
14.360000       0.005136       0.001280 
14.380000       0.005821       0.001270 
14.400000       0.002324       0.001260 
14.420000       -0.002145       0.001250 
14.440000       -0.003488       0.001241 
14.460000       -0.000485       0.001231 
14.480000       0.004091       0.001222 
14.500000       0.006024       0.001212 
14.520000       0.003534       0.001203 
14.540000       -0.001095       0.001194 
14.560000       -0.003614       0.001184 
14.580000       -0.001721       0.001175 
14.600000       0.002830       0.001166 
14.620000       0.005846       0.001157 
14.640000       0.004550       0.001148 
14.660000       0.000130       0.001139 
14.680000       -0.003356       0.001130 
14.700000       -0.002716       0.001122 
14.720000       0.001450       0.001113 
14.740000       0.005300       0.001104 
14.760000       0.005291       0.001096 
14.780000       0.001427       0.001087 
14.800000       -0.002743       0.001079 
14.820000       -0.003396       0.001071 
14.840000       0.000056       0.001062 
14.860000       0.004428       0.001054 
14.880000       0.005695       0.001046 
14.900000       0.002688       0.001038 
14.920000       -0.001831       0.001030 
14.940000       -0.003716       0.001022 
14.960000       -0.001246       0.001014 
14.980000       0.003297       0.001006 
15.000000       0.005729       0.000998 
15.020000       0.003811       0.000990 
15.040000       -0.000697       0.000982 
15.060000       -0.003656       0.000975 
15.080000       -0.002356       0.000967 
15.100000       0.001995       0.000960 
15.120000       0.005390       0.000952 
15.140000       0.004703       0.000945 
15.160000       0.000564       0.000937 
15.180000       -0.003227       0.000930 
15.200000       -0.003194       0.000923 
15.220000       0.000622       0.000915 
15.240000       0.004703       0.000908 
15.260000       0.005292       0.000901 
15.280000       0.001846       0.000894 
15.300000       -0.002471       0.000887 
15.320000       -0.003697       0.000880 
15.340000       -0.000716       0.000873 
15.360000       0.003722       0.000866 
15.380000       0.005531       0.000860 
15.400000       0.003046       0.000853 
15.420000       -0.001452       0.000846 
15.440000       -0.003833       0.000839 
15.460000       -0.001918       0.000833 
15.480000       0.002523       0.000826 
15.500000       0.005400       0.000820 
15.520000       0.004065       0.000813 
15.540000       -0.000256       0.000807 
15.560000       -0.003596       0.000801 
15.580000       -0.002892       0.000794 
15.600000       0.001198       0.000788 
15.620000       0.004907       0.000782 
15.640000       0.004822       0.000776 
15.660000       0.001018       0.000770 
15.680000       -0.003010       0.000764 
15.700000       -0.003566       0.000758 
15.720000       -0.000149       0.000752 
15.740000       0.004093       0.000746 
15.760000       0.005254       0.000740 
15.780000       0.002266       0.000734 
15.800000       -0.002127       0.000728 
15.820000       -0.003892       0.000722 
15.840000       -0.001415       0.000717 
15.860000       0.003018       0.000711 
15.880000       0.005328       0.000705 
15.900000       0.003387       0.000700 
15.920000       -0.001021       0.000694 
15.940000       -0.003849       0.000689 
15.960000       -0.002504       0.000683 
15.980000       0.001769       0.000678 
16.000000       0.005035       0.000672 
16.020000       0.004289       0.000667 
16.040000       0.000215       0.000662 
16.060000       -0.003445       0.000657 
16.080000       -0.003333       0.000651 
16.100000       0.000441       0.000646 
16.120000       0.004400       0.000641 
16.140000       0.004901       0.000636 
16.160000       0.001482       0.000631 
16.180000       -0.002716       0.000626 
16.200000       -0.003840       0.000621 
16.220000       -0.000863       0.000616 
16.240000       0.003470       0.000611 
16.260000       0.005173       0.000606 
16.280000       0.002677       0.000601 
16.300000       -0.001724       0.000597 
16.320000       -0.003989       0.000592 
16.340000       -0.002042       0.000587 
16.360000       0.002320       0.000582 
16.380000       0.005082       0.000578 
16.400000       0.003702       0.000573 
16.420000       -0.000552       0.000569 
16.440000       -0.003774       0.000564 
16.460000       -0.003006       0.000559 
16.480000       0.001038       0.000555 
16.500000       0.004635       0.000551 
16.520000       0.004476       0.000546 
16.540000       0.000705       0.000542 
16.560000       -0.003213       0.000537 
16.580000       -0.003682       0.000533 
16.600000       -0.000276       0.000529 
16.620000       0.003867       0.000525 
16.640000       0.004936       0.000520 
16.660000       0.001946       0.000516 
16.680000       -0.002357       0.000512 
16.700000       -0.004020       0.000508 
16.720000       -0.001520       0.000504 
16.740000       0.002838       0.000500 
16.760000       0.005045       0.000496 
16.780000       0.003069       0.000492 
16.800000       -0.001274       0.000488 
16.820000       -0.003996       0.000484 
16.840000       -0.002598       0.000480 
16.860000       0.001628       0.000476 
16.880000       0.004793       0.000472 
16.900000       0.003985       0.000469 
16.920000       -0.000055       0.000465 
16.940000       -0.003615       0.000461 
16.960000       -0.003427       0.000457 
16.980000       0.000331       0.000454 
17.000000       0.004200       0.000450 
17.020000       0.004620       0.000446 
17.040000       0.001203       0.000443 
17.060000       -0.002911       0.000439 
17.080000       -0.003944       0.000436 
17.100000       -0.000951       0.000432 
17.120000       0.003312       0.000429 
17.140000       0.004923       0.000425 
17.160000       0.002399       0.000422 
17.180000       -0.001942       0.000418 
17.200000       -0.004112       0.000415 
17.220000       -0.002119       0.000412 
17.240000       0.002199       0.000408 
17.260000       0.004869       0.000405 
17.280000       0.003435       0.000402 
17.300000       -0.000787       0.000398 
17.320000       -0.003918       0.000395 
17.340000       -0.003083       0.000392 
17.360000       0.000946       0.000389 
17.380000       0.004462       0.000386 
17.400000       0.004230       0.000382 
17.420000       0.000461       0.000379 
17.440000       -0.003382       0.000376 
17.460000       -0.003769       0.000373 
17.480000       -0.000348       0.000370 
17.500000       0.003732       0.000367 
17.520000       0.004718       0.000364 
17.540000       0.001701       0.000361 
17.560000       -0.002547       0.000358 
17.580000       -0.004123       0.000355 
17.600000       -0.001582       0.000352 
17.620000       0.002737       0.000350 
17.640000       0.004861       0.000347 
17.660000       0.002834       0.000344 
17.680000       -0.001481       0.000341 
17.700000       -0.004121       0.000338 
17.720000       -0.002661       0.000336 
17.740000       0.001554       0.000333 
17.760000       0.004645       0.000330 
17.780000       0.003769       0.000327 
17.800000       -0.000271       0.000325 
17.820000       -0.003763       0.000322 
17.840000       -0.003499       0.000319 
17.860000       0.000275       0.000317 
17.880000       0.004088       0.000314 
17.900000       0.004431       0.000312 
17.920000       0.000987       0.000309 
17.940000       -0.003080       0.000307 
17.960000       -0.004034       0.000304 
17.980000       -0.000999       0.000302 
18.000000       0.003232       0.000299 
18.020000       0.004766       0.000297 
18.040000       0.002191       0.000294 
18.060000       -0.002128       0.000292 
18.080000       -0.004223       0.000289 
18.100000       -0.002169       0.000287 
18.120000       0.002143       0.000285 
18.140000       0.004747       0.000282 
18.160000       0.003246       0.000280 
18.180000       -0.000982       0.000278 
18.200000       -0.004052       0.000275 
18.220000       -0.003144       0.000273 
18.240000       0.000906       0.000271 
18.260000       0.004373       0.000269 
18.280000       0.004067       0.000266 
18.300000       0.000266       0.000264 
18.320000       -0.003537       0.000262 
18.340000       -0.003848       0.000260 
18.360000       -0.000381       0.000258 
18.380000       0.003673       0.000256 
18.400000       0.004586       0.000253 
18.420000       0.001516       0.000251 
18.440000       -0.002718       0.000249 
18.460000       -0.004225       0.000247 
18.480000       -0.001619       0.000245 
18.500000       0.002701       0.000243 
18.520000       0.004763       0.000241 
18.540000       0.002667       0.000239 
18.560000       -0.001662       0.000237 
18.580000       -0.004246       0.000235 
18.600000       -0.002711       0.000233 
18.620000       0.001533       0.000231 
18.640000       0.004581       0.000229 
18.660000       0.003629       0.000227 
18.680000       -0.000451       0.000226 
18.700000       -0.003911       0.000224 
18.720000       -0.003570       0.000222 
18.740000       0.000258       0.000220 
18.760000       0.004053       0.000218 
18.780000       0.004323       0.000216 
18.800000       0.000816       0.000215 
18.820000       -0.003245       0.000213 
18.840000       -0.004129       0.000211 
18.860000       -0.001022       0.000209 
18.880000       0.003219       0.000207 
18.900000       0.004692       0.000206 
18.920000       0.002041       0.000204 
18.940000       -0.002302       0.000202 
18.960000       -0.004344       0.000201 
18.980000       -0.002208       0.000199 
19.000000       0.002143       0.000197 
19.020000       0.004707       0.000196 
19.040000       0.003124       0.000194 
19.060000       -0.001155       0.000192 
19.080000       -0.004197       0.000191 
19.100000       -0.003206       0.000189 
19.120000       0.000908       0.000187 
19.140000       0.004363       0.000186 
19.160000       0.003978       0.000184 
19.180000       0.000104       0.000183 
19.200000       -0.003701       0.000181 
19.220000       -0.003938       0.000180 
19.240000       -0.000388       0.000178 
19.260000       0.003685       0.000177 
19.280000       0.004534       0.000175 
19.300000       0.001375       0.000174 
19.320000       -0.002892       0.000172 
19.340000       -0.004344       0.000171 
19.360000       -0.001645       0.000169 
19.380000       0.002725       0.000168 
19.400000       0.004747       0.000166 
19.420000       0.002557       0.000165 
19.440000       -0.001835       0.000164 
19.460000       -0.004393       0.000162 
19.480000       -0.002763       0.000161 
19.500000       0.001558       0.000159 
19.520000       0.004596       0.000158 
19.540000       0.003556       0.000157 
19.560000       -0.000613       0.000155 
19.580000       -0.004079       0.000154 
19.600000       -0.003655       0.000153 
19.620000       0.000272       0.000151 
19.640000       0.004092       0.000150 
19.660000       0.004290       0.000149 
19.680000       0.000679       0.000147 
19.700000       -0.003425       0.000146 
19.720000       -0.004248       0.000145 
19.740000       -0.001031       0.000144 
19.760000       0.003270       0.000142 
19.780000       0.004699       0.000141 
19.800000       0.001937       0.000140 
19.820000       -0.002482       0.000139 
19.840000       -0.004495       0.000137 
19.860000       -0.002249       0.000136 
19.880000       0.002194       0.000135 
19.900000       0.004749       0.000134 
19.920000       0.003061       0.000133 
19.940000       -0.001323       0.000131 
19.960000       -0.004375       0.000130 
19.980000       -0.003286       0.000129 
